id,created_at,score,text_length
444300322685853696,2014-03-14T02:33:46.000Z,11336178.605713,42
444301586492555264,2014-03-14T02:38:47.000Z,12795855.824215,34
444520727186644992,2014-03-14T17:09:34.000Z,26598575.202354,31
445510622202298368,2014-03-17T10:43:04.000Z,19474019.390877,34
445511093256208384,2014-03-17T10:44:56.000Z,10673491.8524,57
445564612701073408,2014-03-17T14:17:36.000Z,11661467.769895,95
445567705966706688,2014-03-17T14:29:54.000Z,16961135.175528,28
445915038986305536,2014-03-18T13:30:04.000Z,13082898.936964,71
446273684995846146,2014-03-19T13:15:12.000Z,12484746.510712,44
446626168931115008,2014-03-20T12:35:51.000Z,21387207.026248,28
447299169460686848,2014-03-22T09:10:07.000Z,29069560.124528,54
448850671442624512,2014-03-26T15:55:13.000Z,12267058.497632,112
449184428729061377,2014-03-27T14:01:27.000Z,9406118.266214,31
449185738924777472,2014-03-27T14:06:40.000Z,11956551.780705,53
449337063872425984,2014-03-28T00:07:58.000Z,21545143.822589,60
450380241668964354,2014-03-30T21:13:11.000Z,21561564.579285,81
450668523648733184,2014-03-31T16:18:43.000Z,20540954.290971,27
451086851710128129,2014-04-01T20:01:00.000Z,30366573.929796,20
451805571382259712,2014-04-03T19:36:57.000Z,25292917.902449,83
453121029452599296,2014-04-07T10:44:06.000Z,12906865.4122,136
454326964573458432,2014-04-10T18:36:04.000Z,20429869.378414,59
454396580914003968,2014-04-10T23:12:41.000Z,18250503.536738,66
454577979713413120,2014-04-11T11:13:30.000Z,38775940.965877,8
454623388502593537,2014-04-11T14:13:56.000Z,34100394.132693,101
456128518439845888,2014-04-15T17:54:47.000Z,11812945.484187,77
456884343193866241,2014-04-17T19:58:10.000Z,13721086.373234,34
456961131408801792,2014-04-18T01:03:18.000Z,13296086.306867,86
457154746457919488,2014-04-18T13:52:39.000Z,32281305.718893,75
458280400708579328,2014-04-21T16:25:36.000Z,25050937.714899,61
459135128594575360,2014-04-24T01:01:59.000Z,23739612.240951,43
459146640939814912,2014-04-24T01:47:44.000Z,29087920.488953,26
459900625203904512,2014-04-26T03:43:48.000Z,27480983.732191,121
460277640159444992,2014-04-27T04:41:55.000Z,25942234.544232,23
461185748054446080,2014-04-29T16:50:25.000Z,22292062.278541,28
461598594718781441,2014-04-30T20:10:55.000Z,14679139.604502,40
462688959114776576,2014-05-03T20:23:38.000Z,13599418.358311,38
462771216148099072,2014-05-04T01:50:30.000Z,30170202.770592,78
463173970137976832,2014-05-05T04:30:54.000Z,18064357.688183,7
463361361884741632,2014-05-05T16:55:32.000Z,14512276.846379,136
464843780785336320,2014-05-09T19:06:08.000Z,13206563.053045,29
465318496755523584,2014-05-11T02:32:29.000Z,26338121.663521,69
465505013041987584,2014-05-11T14:53:38.000Z,33298997.180042,63
465825052400037888,2014-05-12T12:05:21.000Z,28430054.508248,113
466236252216229888,2014-05-13T15:19:19.000Z,39844344.695125,83
466948556448727040,2014-05-15T14:29:46.000Z,18733880.146405,92
468486375247843328,2014-05-19T20:20:30.000Z,21294331.828972,94
