id,created_at,score
1499730893027618818,2022-03-04T12:58:03.000Z,221854.372308
1499730893027618818,2022-03-04T12:58:03.000Z,221854.372308
1499731226600607744,2022-03-04T12:59:22.000Z,14034.442563
1499731226600607744,2022-03-04T12:59:22.000Z,14034.442563
1499731672568324096,2022-03-04T13:01:09.000Z,26970.939441
1499731672568324096,2022-03-04T13:01:09.000Z,26970.939441
1499731841519136771,2022-03-04T13:01:49.000Z,20223.3890295
1499731841519136771,2022-03-04T13:01:49.000Z,20223.3890295
1499744215407996932,2022-03-04T13:50:59.000Z,13714.68996
1499744215407996932,2022-03-04T13:50:59.000Z,13714.68996
1499752258480873480,2022-03-04T14:22:57.000Z,3201.378471
1499752258480873480,2022-03-04T14:22:57.000Z,3201.378471
1499754188074541069,2022-03-04T14:30:37.000Z,24399.4350735
1499754188074541069,2022-03-04T14:30:37.000Z,24399.4350735
1499754374431744000,2022-03-04T14:31:21.000Z,13570.2234225
1499754374431744000,2022-03-04T14:31:21.000Z,13570.2234225
1499798942413959172,2022-03-04T17:28:27.000Z,106281.142308
1500266846334902278,2022-03-06T00:27:44.000Z,6641.608284
1500277137445736461,2022-03-06T01:08:38.000Z,3977.6453325
1500821197642215424,2022-03-07T13:10:32.000Z,7140.4993935
1500821841988014082,2022-03-07T13:13:05.000Z,5805.628587
1500830130549276673,2022-03-07T13:46:01.000Z,24990.784767
1500833127442399233,2022-03-07T13:57:56.000Z,17676.9255285
1500833294111420428,2022-03-07T13:58:36.000Z,19878.59556
1500833453843099656,2022-03-07T13:59:14.000Z,33895.7021385
1500833812003053568,2022-03-07T14:00:39.000Z,14646.980682
1500848302295818248,2022-03-07T14:58:14.000Z,4690.3469175
1500998074373746691,2022-03-08T00:53:22.000Z,35997.208704
1500999099134484489,2022-03-08T00:57:27.000Z,60533.405433
1500999221192929280,2022-03-08T00:57:56.000Z,33749.3093805
1501180575885017090,2022-03-08T12:58:34.000Z,28041.918039
1501186221619433484,2022-03-08T13:21:00.000Z,19198.6397235
1501189888745562114,2022-03-08T13:35:34.000Z,8885.6551665
1501190659939704834,2022-03-08T13:38:38.000Z,3586.622571
1501193082293096462,2022-03-08T13:48:16.000Z,173161.4442885
1501202789741043712,2022-03-08T14:26:50.000Z,14504.440365
1501202987976437760,2022-03-08T14:27:37.000Z,60437.094408
1501204979230646283,2022-03-08T14:35:32.000Z,83255.102451
1501205924018589701,2022-03-08T14:39:18.000Z,13106.004282
1501207751380422658,2022-03-08T14:46:33.000Z,110004.5265345
1501207948525289482,2022-03-08T14:47:20.000Z,3815.8428105
1501366679858814980,2022-03-09T01:18:05.000Z,9255.4895025
1501386801709264903,2022-03-09T02:38:02.000Z,8028.487044
1501387728331681793,2022-03-09T02:41:43.000Z,78406.8054525
1501389915468312582,2022-03-09T02:50:24.000Z,145949.727285
1501535209061330952,2022-03-09T12:27:45.000Z,95297.833017
1501552095899623429,2022-03-09T13:34:51.000Z,83935.0582875
1501557698537603080,2022-03-09T13:57:07.000Z,43879.30299
1501561450359406592,2022-03-09T14:12:02.000Z,3392.0743005
1501562063864352775,2022-03-09T14:14:28.000Z,109072.2358125
1501562162896064521,2022-03-09T14:14:51.000Z,46539.4135005
1501564063658172421,2022-03-09T14:22:25.000Z,19836.218709
1501566155395371014,2022-03-09T14:30:43.000Z,7907.1351525
1501570205671116807,2022-03-09T14:46:49.000Z,270002.179926
1501570868354461697,2022-03-09T14:49:27.000Z,90898.345395
1501572777203142669,2022-03-09T14:57:02.000Z,25017.751854
1501583131064909824,2022-03-09T15:38:11.000Z,69076.1933505
1501664862711304199,2022-03-09T21:02:57.000Z,124204.6240605
1501665111353794560,2022-03-09T21:03:56.000Z,36879.417693
1501665997891293184,2022-03-09T21:07:28.000Z,13040.512785
1501666169278935040,2022-03-09T21:08:09.000Z,9411.513363
1501695288318345216,2022-03-09T23:03:51.000Z,103172.222421
1501915831604813824,2022-03-10T13:40:13.000Z,28488.801195
1501921386952105985,2022-03-10T14:02:17.000Z,5489.728425
1501923091986931713,2022-03-10T14:09:04.000Z,53805.1172265
1501925203760365569,2022-03-10T14:17:27.000Z,7221.4006545
