id,created_at,score,media_present
1303636704197095424,2020-09-09T10:09:45.000Z,282022.11942,False
1303636745703940096,2020-09-09T10:09:55.000Z,290395.4862,False
1303636767610818561,2020-09-09T10:10:00.000Z,492002.1071025,False
1303637608593911810,2020-09-09T10:13:20.000Z,2509983.5010825,False
1303638062618951680,2020-09-09T10:15:09.000Z,475099.486395,False
1303638400814075904,2020-09-09T10:16:29.000Z,556205.34228,False
1303638811201564673,2020-09-09T10:18:07.000Z,330569.83107,False
1303639199640293376,2020-09-09T10:19:40.000Z,413056.40169,False
1303639700159131648,2020-09-09T10:21:39.000Z,784290.508665,False
1303640287823015936,2020-09-09T10:23:59.000Z,1428460.74132,False
1303643707917312000,2020-09-09T10:37:35.000Z,267101.492445,False
1303643808341475328,2020-09-09T10:37:59.000Z,475789.8437625,False
1303644124508168192,2020-09-09T10:39:14.000Z,341326.0442475,False
1303644628176965633,2020-09-09T10:41:14.000Z,366423.874995,False
1303644878853742593,2020-09-09T10:42:14.000Z,383482.38285,False
1303645207615791104,2020-09-09T10:43:32.000Z,320370.357705,False
1303645432900280321,2020-09-09T10:44:26.000Z,347561.5301475,False
1303645663624794113,2020-09-09T10:45:21.000Z,265364.46423,False
1303645995729735685,2020-09-09T10:46:40.000Z,288012.6398025,False
1303646622778236928,2020-09-09T10:49:10.000Z,718461.593235,False
1303647878070460416,2020-09-09T10:54:09.000Z,628759.674645,False
1303648112729182211,2020-09-09T10:55:05.000Z,213988.5143325,False
1303648598731579392,2020-09-09T10:57:01.000Z,521553.85635,False
1303648907222683651,2020-09-09T10:58:14.000Z,589052.9912175,False
1303649052165197827,2020-09-09T10:58:49.000Z,235545.4798725,False
1303649262350209026,2020-09-09T10:59:39.000Z,262335.79965,False
1303649498820833280,2020-09-09T11:00:35.000Z,183545.981385,False
1303649630635212800,2020-09-09T11:01:07.000Z,270798.2448,False
1303650248942694405,2020-09-09T11:03:34.000Z,405885.592905,False
1303650635405881346,2020-09-09T11:05:06.000Z,225947.285505,False
1303650739852517377,2020-09-09T11:05:31.000Z,178668.9406275,False
1303651028974280704,2020-09-09T11:06:40.000Z,176152.476675,False
1303651085794439168,2020-09-09T11:06:54.000Z,292911.9501525,False
