id,created_at,score,text_length
949703999317458944,2018-01-06T18:07:32.000Z,1508840.338068,54
949706370198089728,2018-01-06T18:16:58.000Z,866142.866925,54
949713157894754304,2018-01-06T18:43:56.000Z,2272711.3044265,125
949714092004016128,2018-01-06T18:47:39.000Z,879226.9227175,31
949721962732912640,2018-01-06T19:18:55.000Z,2460083.6339905,144
950504752114102272,2018-01-08T23:09:27.000Z,3077218.5366265,116
950918319393001472,2018-01-10T02:32:49.000Z,1650472.5387045,1
950919833826213889,2018-01-10T02:38:50.000Z,2439062.6385685,84
950933622076264448,2018-01-10T03:33:37.000Z,1738968.3342465,63
951198629452115968,2018-01-10T21:06:40.000Z,1838472.037885,37
951843091299713024,2018-01-12T15:47:32.000Z,12630244.508616,113
951844746565054464,2018-01-12T15:54:06.000Z,1138074.962024,167
951846323497480192,2018-01-12T16:00:22.000Z,705738.8308705,51
951847300283838464,2018-01-12T16:04:15.000Z,704333.105868,35
952586885603328000,2018-01-14T17:03:06.000Z,5517795.03289,40
952593740484419584,2018-01-14T17:30:20.000Z,974448.571733,105
952595061383901185,2018-01-14T17:35:35.000Z,819948.580689,29
952602600511172608,2018-01-14T18:05:33.000Z,775484.417533,36
952972906715275264,2018-01-15T18:37:00.000Z,2975746.8179845,52
952974881183838208,2018-01-15T18:44:51.000Z,1821797.9767015,136
953378956518068224,2018-01-16T21:30:30.000Z,1400123.7290285,120
956306846649741312,2018-01-24T23:24:54.000Z,1864423.884085,162
956335405288243200,2018-01-25T01:18:23.000Z,8071802.723586,149
957815861556973568,2018-01-29T03:21:11.000Z,4955180.6338125,52
958475921933008896,2018-01-30T23:04:02.000Z,1767580.244682,119
959226930330525697,2018-02-02T00:48:16.000Z,1681852.646068,29
959229685694717952,2018-02-02T00:59:13.000Z,10405565.746198,107
959231314909155328,2018-02-02T01:05:41.000Z,614755.983401,25
959231989621706758,2018-02-02T01:08:22.000Z,1051114.6507155,39
959232831661715456,2018-02-02T01:11:43.000Z,1030439.6799095,72
959235499763404801,2018-02-02T01:22:19.000Z,1084160.0015435,130
959238803385921538,2018-02-02T01:35:27.000Z,1654646.460635,14
959255570862825473,2018-02-02T02:42:04.000Z,2933488.5617555,79
959561379161231360,2018-02-02T22:57:15.000Z,5718921.84094,57
959979266896261121,2018-02-04T02:37:47.000Z,828599.196089,27
959983425594773504,2018-02-04T02:54:18.000Z,1169022.5386175,58
959989242846990336,2018-02-04T03:17:25.000Z,956974.328625,28
960578076047544321,2018-02-05T18:17:14.000Z,1200208.0071345,121
960601375234248704,2018-02-05T19:49:49.000Z,1312298.35618,98
960601907151720448,2018-02-05T19:51:56.000Z,1804020.9620545,53
960602916515188736,2018-02-05T19:55:57.000Z,548319.257129,32
960609828463837195,2018-02-05T20:23:25.000Z,3618617.3014355,95
960610119502491649,2018-02-05T20:24:34.000Z,2166330.361545,122
960610485371658240,2018-02-05T20:26:01.000Z,1444890.6637235,84
960610896094617601,2018-02-05T20:27:39.000Z,1006261.2098665,52
960615908698935296,2018-02-05T20:47:34.000Z,903167.500837,98
960617926616285185,2018-02-05T20:55:35.000Z,943284.7297545,90
960767529227640832,2018-02-06T06:50:03.000Z,2716401.3682925,122
961735131118551040,2018-02-08T22:54:58.000Z,634738.904975,74
961738959603744769,2018-02-08T23:10:10.000Z,1283124.1557435,43
963189433771048960,2018-02-12T23:13:50.000Z,2222018.6981825,27
963215521654087680,2018-02-13T00:57:30.000Z,1154035.347437,56
963894091762339841,2018-02-14T21:53:54.000Z,1439635.414868,116
964215720337788928,2018-02-15T19:11:56.000Z,2031943.051306,64
964309018436018176,2018-02-16T01:22:40.000Z,1337796.0450715,158
966001748799315970,2018-02-20T17:28:59.000Z,499270.267811,38
966016845110157312,2018-02-20T18:28:58.000Z,2738892.9683325,100
966017737343430656,2018-02-20T18:32:30.000Z,1924848.432654,113
966020716905693184,2018-02-20T18:44:21.000Z,451843.2688805,27
966025011596214272,2018-02-20T19:01:25.000Z,418062.6157435,57
966025234276007936,2018-02-20T19:02:18.000Z,497432.0120385,28
966027907171676160,2018-02-20T19:12:55.000Z,785086.600627,25
966030137182502912,2018-02-20T19:21:47.000Z,648579.889615,51
966033433204936704,2018-02-20T19:34:53.000Z,503054.9120485,49
966035189821448193,2018-02-20T19:41:51.000Z,975032.4882725,30
968075012748931073,2018-02-26T10:47:23.000Z,1656376.583715,49
968076098507386881,2018-02-26T10:51:42.000Z,421090.3311335,47
968077112706965504,2018-02-26T10:55:44.000Z,790168.8371745,27
968079577955278848,2018-02-26T11:05:32.000Z,2264579.7259505,158
968429030063202305,2018-02-27T10:14:07.000Z,885671.6311905,108
968882460707536896,2018-02-28T16:15:54.000Z,2033759.68054,32
969707857221337088,2018-03-02T22:55:44.000Z,3054380.9119705,43
970543513619202048,2018-03-05T06:16:20.000Z,1031412.874142,27
971206840649359360,2018-03-07T02:12:09.000Z,1390781.0643965,106
971726805345472514,2018-03-08T12:38:18.000Z,819926.9541505,55
973474304267468800,2018-03-13T08:22:15.000Z,896203.75544,77
974323764249886720,2018-03-15T16:37:42.000Z,712313.2985745,75
975557607917318144,2018-03-19T02:20:33.000Z,1046789.3430155,121
976712710866923521,2018-03-22T06:50:31.000Z,952129.984001,56
977076329265819648,2018-03-23T06:55:24.000Z,621460.210336,95
977078494692745218,2018-03-23T07:04:01.000Z,1887607.533357,43
977391485468495872,2018-03-24T03:47:43.000Z,673818.0600445,119
977400702657073152,2018-03-24T04:24:21.000Z,683052.591984,89
977801089348141057,2018-03-25T06:55:21.000Z,1150293.9562765,119
978111718751694848,2018-03-26T03:29:40.000Z,810303.144518,110
979340976207663104,2018-03-29T12:54:18.000Z,1253820.196076,109
983569344633323520,2018-04-10T04:56:20.000Z,4320722.873838,84
984412616201252864,2018-04-12T12:47:11.000Z,2262265.686331,51
984729932738707456,2018-04-13T09:48:06.000Z,16541122.8513405,35
985817300753362944,2018-04-16T09:48:54.000Z,1360157.8858805,64
986260066666856448,2018-04-17T15:08:18.000Z,2882060.6532025,140
986260308619550720,2018-04-17T15:09:16.000Z,2982191.5264575,16
986915424653606913,2018-04-19T10:32:27.000Z,2319316.494894,145
987489982142009344,2018-04-21T00:35:33.000Z,4117195.5200145,28
