id,created_at,score,text_length
1357902434580918274,2021-02-06T04:02:23.000Z,52165832.880906,9
1357914696645414913,2021-02-06T04:51:07.000Z,51379035.578133,28
1357943711997415424,2021-02-06T06:46:24.000Z,23468056.8602565,83
1357970517165182979,2021-02-06T08:32:55.000Z,11537647.936287,29
1357991946082418690,2021-02-06T09:58:04.000Z,63451244.9682795,47
1358176884312272898,2021-02-06T22:12:57.000Z,54845774.012892,44
1358177385678467072,2021-02-06T22:14:57.000Z,19966087.5058515,17
1358177870703517698,2021-02-06T22:16:52.000Z,18216776.695872,15
1358319935978496001,2021-02-07T07:41:23.000Z,119890421.015523,56
1358539071824424961,2021-02-07T22:12:09.000Z,38806818.1360875,22
1358542364948668418,2021-02-07T22:25:14.000Z,123149440.498704,24
1358568715403468801,2021-02-08T00:09:57.000Z,35464224.853701,48
1358584801003884544,2021-02-08T01:13:52.000Z,45208682.746377,63
1358658587644596224,2021-02-08T06:07:04.000Z,65073700.5551445,19
1358930781314322433,2021-02-09T00:08:40.000Z,17241430.2066225,78
1359401265017610247,2021-02-10T07:18:12.000Z,26698580.746665,47
1359519541219500033,2021-02-10T15:08:11.000Z,82841283.02553,61
1359545545900048386,2021-02-10T16:51:31.000Z,23755443.920853,23
1359589782402326528,2021-02-10T19:47:18.000Z,45833832.300186,42
1359612035374473217,2021-02-10T21:15:44.000Z,17636303.4553245,48
1359791422711492608,2021-02-11T09:08:33.000Z,39283392.0468645,96
1359956852520325120,2021-02-11T20:05:55.000Z,60376669.7114805,49
1360592735409946625,2021-02-13T14:12:41.000Z,40239409.3550865,54
1360697159767711749,2021-02-13T21:07:38.000Z,27902131.1339835,73
1360700181658886147,2021-02-13T21:19:38.000Z,12491752.253397,40
1361094185412100096,2021-02-14T23:25:16.000Z,51479308.195587,131
1361252063926251521,2021-02-15T09:52:37.000Z,116910658.3807125,23
1361255427669909504,2021-02-15T10:05:59.000Z,17996224.762251,62
1361962505573031938,2021-02-17T08:55:40.000Z,20114224.755087,33
1362863263982247940,2021-02-19T20:34:57.000Z,39848641.066479,14
1362871307516452865,2021-02-19T21:06:55.000Z,67467968.3477385,42
1363230177002622976,2021-02-20T20:52:56.000Z,39412239.969054,56
1363233627601989633,2021-02-20T21:06:39.000Z,14306583.0089625,59
1363272961684201472,2021-02-20T23:42:57.000Z,25231994.0814465,48
1363601164344823810,2021-02-21T21:27:06.000Z,48787610.1390585,11
1363609428281360386,2021-02-21T21:59:56.000Z,24617246.416809,19
